number,value,max_depth,min_node_size,max_features_mode,std_err
13,0.8380011719036109,16,140,log2,0.002785803505857611
66,0.8378499230938256,14,127,log2,0.002986728684687054
59,0.8375249029517322,18,149,log2,0.0027975327339575607
76,0.8374472643375083,8,80,sqrt,0.0029308795402888327
15,0.8373811616494544,11,198,sqrt,0.003093833010697063
21,0.8368353109206768,9,58,log2,0.00262877093874486
74,0.8366212554017431,9,168,sqrt,0.0027997361863220075
70,0.8361768475792866,9,184,sqrt,0.0028937790467241605
47,0.8358941258331503,7,91,all,0.0038794178584101095
69,0.835806599282209,7,98,all,0.0038872728695805623
26,0.8356571815718157,7,17,sqrt,0.0027115449473537915
83,0.8353929539295393,7,133,all,0.003867344974467107
30,0.8350183109939208,7,154,all,0.00391710962540155
42,0.8338370687760931,7,144,sqrt,0.002762425202973236
98,0.8337224419541492,8,109,log2,0.002997949102918583
55,0.8325986962572328,8,153,log2,0.002783460302199328
100,0.8323829927488464,6,32,sqrt,0.002778238381188664
31,0.8323756683512781,7,35,log2,0.002655599974668584
87,0.8309439317366146,6,176,sqrt,0.0027325335762394837
1,0.8307060719255841,7,132,log2,0.0028870425567741193
93,0.8300260016113674,7,196,log2,0.0031546476332465737
43,0.829452867501648,6,191,all,0.0041733835480809375
78,0.8289359481432652,6,27,log2,0.002715925389405701
40,0.8286867355160038,6,16,log2,0.002637871742773342
45,0.8286867355160038,6,16,log2,0.002637871742773342
20,0.8285746722332088,5,20,sqrt,0.002901892693831412
73,0.8284659049293196,6,75,log2,0.0028336469216014176
71,0.8248375814839229,5,32,log2,0.003034414198703279
50,0.8246112575990625,5,105,log2,0.0031120763173217445
65,0.8245934959349593,5,74,log2,0.0030195538115473063
97,0.8245722551820113,5,39,all,0.004179611428348407
41,0.8245537610781514,5,64,log2,0.00304220549191773
84,0.8244239361312532,5,144,log2,0.003133739380316273
60,0.8237247308283894,4,140,sqrt,0.003211516229027995
5,0.8205312934886105,4,66,log2,0.0031581829116581776
12,0.820416117336849,4,124,log2,0.003154759566895683
53,0.820255529920164,4,185,log2,0.0031778566226280877
27,0.8194936094631217,3,21,sqrt,0.003336244347910332
39,0.8194826228667692,3,125,sqrt,0.0033329465698587746
79,0.819449846187651,3,147,sqrt,0.0033453417050641294
94,0.8194174357284114,3,184,sqrt,0.003348335369357319
25,0.8160466564125101,4,73,all,0.003437311247621079
49,0.816030725847799,4,117,all,0.0034192731489015504
63,0.8159621511755658,3,156,log2,0.0036140101139485246
11,0.8144550648209185,2,11,sqrt,0.0035966589811929164
22,0.8144550648209185,2,103,sqrt,0.0035966589811929164
37,0.8144550648209185,2,89,sqrt,0.0035966589811929164
75,0.8144530506115872,2,134,sqrt,0.0035971495389666448
19,0.8109175639053688,2,136,log2,0.003387743818606546
81,0.810916831465612,2,50,log2,0.003392231262802773
62,0.8109160990258552,2,123,log2,0.003389182617279502
44,0.8048367574891965,3,85,all,0.0031958895569726207
54,0.8048367574891965,3,88,all,0.0031958895569726207
82,0.8048367574891965,3,152,all,0.0031958895569726207
23,0.7589396103420494,2,198,all,0.0036812522282232258
33,0.7589396103420494,2,171,all,0.0036812522282232258
34,0.7589396103420494,2,181,all,0.0036812522282232258
35,0.7589396103420494,2,9,all,0.0036812522282232258
