number,value,max_depth,min_node_size,max_features_mode,std_err
28,0.8236045613439507,13,114,log2,0.002634782560141813
72,0.8235293466468883,10,77,sqrt,0.002497328303841977
13,0.82332651911548,16,140,log2,0.0025533331547069617
6,0.8232735059765857,15,131,log2,0.0028665633595766154
66,0.8231511206559361,14,127,log2,0.00264813402233532
61,0.823125106087778,10,100,sqrt,0.0025125449287011327
89,0.8229994612585885,11,155,sqrt,0.0026032424646183906
59,0.8228324268209583,18,149,log2,0.0029095401607976456
96,0.822500817952143,11,170,sqrt,0.0026655901236397514
58,0.8220727768306754,10,150,sqrt,0.0025631585728266354
15,0.8213462139270805,11,198,sqrt,0.0027302410073402916
74,0.8198403824818021,9,168,sqrt,0.002579796595898922
21,0.8195266086597147,9,58,log2,0.0030214514384616785
70,0.8195082816116978,9,184,sqrt,0.0025817921018926695
76,0.819181592755773,8,80,sqrt,0.0024569862505880316
47,0.8184326437935268,7,91,all,0.0021256432158305127
69,0.8183469125689109,7,98,all,0.0021238496503693167
83,0.8178114306659484,7,133,all,0.0020923168856465174
30,0.8174487027156011,7,154,all,0.0020914825310736572
26,0.8166972322467485,7,17,sqrt,0.0024298487744605656
98,0.8162113809738182,8,109,log2,0.0027780860297724175
55,0.8156521600086593,8,153,log2,0.002707722113523163
42,0.8151648942320229,7,144,sqrt,0.0024408694704733647
31,0.8142445443207061,7,35,log2,0.003053264523360933
1,0.8136070951505893,7,132,log2,0.0027173479927083528
100,0.812777519477101,6,32,sqrt,0.0021635417365759523
93,0.8125187882992253,7,196,log2,0.0024746215030221606
87,0.8119325687633302,6,176,sqrt,0.0023441187364567472
40,0.8110472739438578,6,16,log2,0.002960614562040562
45,0.8110472739438578,6,16,log2,0.002960614562040562
78,0.810999303818176,6,27,log2,0.002869310792800392
73,0.8109951218072191,6,75,log2,0.002633757909587951
20,0.8088835752749672,5,20,sqrt,0.002225148397600556
43,0.8075254979668047,6,191,all,0.0023382687259299625
65,0.8074693790697731,5,74,log2,0.0026982593572890696
41,0.8074619375502764,5,64,log2,0.0027034948870459444
50,0.8072918896047507,5,105,log2,0.0026945028661278566
71,0.8072214104200953,5,32,log2,0.002756142383353372
84,0.8071600947594483,5,144,log2,0.00258335596960944
60,0.8043908655040676,4,140,sqrt,0.0020669907096677203
5,0.8031019451270962,4,66,log2,0.0025404124956392607
12,0.8029879238283605,4,124,log2,0.0025207152732259403
53,0.8028570514854749,4,185,log2,0.0024887346078591188
27,0.7994985276861426,3,21,sqrt,0.001852969507276992
39,0.7994776791315193,3,125,sqrt,0.001857492184885314
79,0.7994677161054162,3,147,sqrt,0.0018570015270786536
94,0.79944779005321,3,184,sqrt,0.0018630962511863912
63,0.7987887235764558,3,156,log2,0.002341569531513213
97,0.7945605259985781,5,39,all,0.0023391858184292793
81,0.7945306061701882,2,50,log2,0.002741216843242818
19,0.7945110491189487,2,136,log2,0.0027316072329953236
62,0.7945110491189487,2,123,log2,0.0027316072329953236
22,0.7938488768840575,2,103,sqrt,0.0019243662725213486
37,0.7938488768840575,2,89,sqrt,0.0019243662725213486
11,0.7938487538837352,2,11,sqrt,0.0019243388659165505
75,0.7938368228524759,2,134,sqrt,0.0019274082958851602
49,0.7804694860800535,4,117,all,0.0014424403312691084
25,0.7804519585341314,4,73,all,0.0014572716943673531
44,0.7621337050403072,3,85,all,0.0018425139895023792
54,0.7621337050403072,3,88,all,0.0018425139895023792
82,0.7621337050403072,3,152,all,0.0018425139895023792
23,0.7216678597697926,2,198,all,0.002830863374659771
33,0.7216678597697926,2,171,all,0.002830863374659771
34,0.7216678597697926,2,181,all,0.002830863374659771
35,0.7216678597697926,2,9,all,0.002830863374659771
